bp,name
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
GO:0006891,intra-Golgi vesicle-mediated transport
GO:0006892,post-Golgi vesicle-mediated transport
GO:0006893,Golgi to plasma membrane transport
GO:0006895,Golgi to endosome transport
GO:0006896,Golgi to vacuole transport
GO:0006897,endocytosis
GO:0006898,receptor-mediated endocytosis
GO:0006900,vesicle budding from membrane
GO:0006901,vesicle coating
GO:0006903,vesicle targeting
GO:0006904,vesicle docking involved in exocytosis
GO:0006906,vesicle fusion
GO:0006913,nucleocytoplasmic transport
GO:0006914,autophagy
GO:0006915,apoptotic process
GO:0006935,chemotaxis
GO:0006949,syncytium formation
GO:0006950,response to stress
GO:0006952,defense response
GO:0006955,immune response
GO:0006968,cellular defense response
GO:0006970,response to osmotic stress
GO:0006972,hyperosmotic response
GO:0006974,cellular response to DNA damage stimulus
GO:0006979,response to oxidative stress
GO:0006984,ER-nucleus signaling pathway
GO:0006986,response to unfolded protein
GO:0006990,positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response
GO:0006991,response to sterol depletion
GO:0006995,cellular response to nitrogen starvation
GO:0006996,organelle organization
GO:0006997,nucleus organization
GO:0006998,nuclear envelope organization
GO:0006999,nuclear pore organization
GO:0007000,nucleolus organization
GO:0007004,telomere maintenance via telomerase
GO:0007005,mitochondrion organization
GO:0007006,mitochondrial membrane organization
GO:0007007,inner mitochondrial membrane organization
GO:0007008,outer mitochondrial membrane organization
GO:0007009,plasma membrane organization
GO:0007010,cytoskeleton organization
GO:0007015,actin filament organization
GO:0007017,microtubule-based process
GO:0007018,microtubule-based movement
GO:0007019,microtubule depolymerization
GO:0007020,microtubule nucleation
GO:0007021,tubulin complex assembly
GO:0007023,post-chaperonin tubulin folding pathway
GO:0007029,endoplasmic reticulum organization
GO:0007030,Golgi organization
GO:0007031,peroxisome organization
GO:0007032,endosome organization
GO:0007033,vacuole organization
GO:0007034,vacuolar transport
GO:0007035,vacuolar acidification
GO:0007039,protein catabolic process in the vacuole
GO:0007041,lysosomal transport
GO:0007043,cell-cell junction assembly
GO:0007049,cell cycle
GO:0007051,spindle organization
GO:0007052,mitotic spindle organization
GO:0007059,chromosome segregation
GO:0007062,sister chromatid cohesion
GO:0007063,regulation of sister chromatid cohesion
GO:0007064,mitotic sister chromatid cohesion
GO:0007076,mitotic chromosome condensation
GO:0007080,mitotic metaphase plate congression
GO:0007088,regulation of mitotic nuclear division
GO:0007091,metaphase/anaphase transition of mitotic cell cycle
GO:0007093,mitotic cell cycle checkpoint signaling
GO:0007094,mitotic spindle assembly checkpoint signaling
GO:0007095,mitotic G2 DNA damage checkpoint signaling
GO:0007096,regulation of exit from mitosis
GO:0007098,centrosome cycle
GO:0007099,centriole replication
GO:0007127,meiosis I
GO:0007129,homologous chromosome pairing at meiosis
GO:0007130,synaptonemal complex assembly
GO:0007131,reciprocal meiotic recombination
GO:0007134,meiotic telophase I
GO:0007135,meiosis II
GO:0007140,male meiotic nuclear division
GO:0007142,male meiosis II
GO:0007143,female meiotic nuclear division
GO:0007154,cell communication
GO:0007155,cell adhesion
GO:0007163,establishment or maintenance of cell polarity
GO:0007165,signal transduction
GO:0007166,cell surface receptor signaling pathway
GO:0007167,enzyme-linked receptor protein signaling pathway
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007186,G protein-coupled receptor signaling pathway
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway
GO:0007190,activation of adenylate cyclase activity
GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway
GO:0007215,glutamate receptor signaling pathway
GO:0007219,Notch signaling pathway
GO:0007264,small GTPase mediated signal transduction
GO:0007265,Ras protein signal transduction
GO:0007266,Rho protein signal transduction
GO:0007267,cell-cell signaling
GO:0007275,multicellular organism development
GO:0007276,gamete generation
GO:0007292,female gamete generation
GO:0007338,single fertilization
GO:0007339,binding of sperm to zona pellucida
GO:0007346,regulation of mitotic cell cycle
GO:0007389,pattern specification process
GO:0007584,response to nutrient
GO:0007602,phototransduction
GO:0007623,circadian rhythm
GO:0008033,tRNA processing
GO:0008037,cell recognition
GO:0008064,regulation of actin polymerization or depolymerization
GO:0008104,protein localization
GO:0008150,biological_process
GO:0008152,metabolic process
GO:0008153,para-aminobenzoic acid biosynthetic process
GO:0008154,actin polymerization or depolymerization
GO:0008156,negative regulation of DNA replication
GO:0008202,steroid metabolic process
GO:0008204,ergosterol metabolic process
GO:0008213,protein alkylation
GO:0008214,protein dealkylation
GO:0008215,spermine metabolic process
GO:0008216,spermidine metabolic process
GO:0008219,cell death
GO:0008272,sulfate transport
GO:0008283,cell population proliferation
GO:0008284,positive regulation of cell population proliferation
GO:0008285,negative regulation of cell population proliferation
GO:0008295,spermidine biosynthetic process
GO:0008298,intracellular mRNA localization
GO:0008299,isoprenoid biosynthetic process
GO:0008300,isoprenoid catabolic process
GO:0008333,endosome to lysosome transport
GO:0008334,histone mRNA metabolic process
GO:0008356,asymmetric cell division
GO:0008360,regulation of cell shape
GO:0008361,regulation of cell size
GO:0008380,RNA splicing
GO:0008535,respiratory chain complex IV assembly
GO:0008593,regulation of Notch signaling pathway
GO:0008608,attachment of spindle microtubules to kinetochore
GO:0008610,lipid biosynthetic process
GO:0008612,peptidyl-lysine modification to peptidyl-hypusine
GO:0008614,pyridoxine metabolic process
GO:0008615,pyridoxine biosynthetic process
GO:0008637,apoptotic mitochondrial changes
GO:0008643,carbohydrate transport
GO:0008645,hexose transmembrane transport
GO:0008652,cellular amino acid biosynthetic process
GO:0008654,phospholipid biosynthetic process
GO:0008655,pyrimidine-containing compound salvage
GO:0009051,"pentose-phosphate shunt, oxidative branch"
GO:0009052,"pentose-phosphate shunt, non-oxidative branch"
GO:0009056,catabolic process
GO:0009057,macromolecule catabolic process
GO:0009058,biosynthetic process
GO:0009059,macromolecule biosynthetic process
GO:0009060,aerobic respiration
GO:0009061,anaerobic respiration
GO:0009062,fatty acid catabolic process
GO:0009063,cellular amino acid catabolic process
GO:0009064,glutamine family amino acid metabolic process
GO:0009065,glutamine family amino acid catabolic process
GO:0009066,aspartate family amino acid metabolic process
GO:0009067,aspartate family amino acid biosynthetic process
GO:0009068,aspartate family amino acid catabolic process
GO:0009069,serine family amino acid metabolic process
GO:0009070,serine family amino acid biosynthetic process
GO:0009071,serine family amino acid catabolic process
GO:0009072,aromatic amino acid family metabolic process
GO:0009073,aromatic amino acid family biosynthetic process
GO:0009074,aromatic amino acid family catabolic process
GO:0009078,pyruvate family amino acid metabolic process
GO:0009080,pyruvate family amino acid catabolic process
GO:0009081,branched-chain amino acid metabolic process
GO:0009082,branched-chain amino acid biosynthetic process
GO:0009083,branched-chain amino acid catabolic process
GO:0009084,glutamine family amino acid biosynthetic process
GO:0009085,lysine biosynthetic process
GO:0009086,methionine biosynthetic process
GO:0009088,threonine biosynthetic process
GO:0009089,lysine biosynthetic process via diaminopimelate
GO:0009090,homoserine biosynthetic process
GO:0009092,homoserine metabolic process
GO:0009094,L-phenylalanine biosynthetic process
GO:0009095,"aromatic amino acid family biosynthetic process, prephenate pathway"
GO:0009097,isoleucine biosynthetic process
GO:0009098,leucine biosynthetic process
GO:0009099,valine biosynthetic process
GO:0009100,glycoprotein metabolic process
GO:0009101,glycoprotein biosynthetic process
GO:0009102,biotin biosynthetic process
GO:0009106,lipoate metabolic process
GO:0009107,lipoate biosynthetic process
GO:0009110,vitamin biosynthetic process
GO:0009112,nucleobase metabolic process
GO:0009113,purine nucleobase biosynthetic process
GO:0009116,nucleoside metabolic process
GO:0009117,nucleotide metabolic process
GO:0009119,ribonucleoside metabolic process
GO:0009120,deoxyribonucleoside metabolic process
GO:0009123,nucleoside monophosphate metabolic process
GO:0009124,nucleoside monophosphate biosynthetic process
GO:0009126,purine nucleoside monophosphate metabolic process
GO:0009127,purine nucleoside monophosphate biosynthetic process
GO:0009129,pyrimidine nucleoside monophosphate metabolic process
GO:0009130,pyrimidine nucleoside monophosphate biosynthetic process
GO:0009132,nucleoside diphosphate metabolic process
GO:0009133,nucleoside diphosphate biosynthetic process
GO:0009134,nucleoside diphosphate catabolic process
GO:0009135,purine nucleoside diphosphate metabolic process
GO:0009138,pyrimidine nucleoside diphosphate metabolic process
GO:0009139,pyrimidine nucleoside diphosphate biosynthetic process
GO:0009141,nucleoside triphosphate metabolic process
GO:0009142,nucleoside triphosphate biosynthetic process
GO:0009143,nucleoside triphosphate catabolic process
GO:0009144,purine nucleoside triphosphate metabolic process
GO:0009145,purine nucleoside triphosphate biosynthetic process
GO:0009146,purine nucleoside triphosphate catabolic process
GO:0009147,pyrimidine nucleoside triphosphate metabolic process
GO:0009148,pyrimidine nucleoside triphosphate biosynthetic process
GO:0009149,pyrimidine nucleoside triphosphate catabolic process
GO:0009150,purine ribonucleotide metabolic process
GO:0009151,purine deoxyribonucleotide metabolic process
GO:0009152,purine ribonucleotide biosynthetic process
GO:0009154,purine ribonucleotide catabolic process
GO:0009155,purine deoxyribonucleotide catabolic process
GO:0009156,ribonucleoside monophosphate biosynthetic process
GO:0009157,deoxyribonucleoside monophosphate biosynthetic process
GO:0009161,ribonucleoside monophosphate metabolic process
GO:0009162,deoxyribonucleoside monophosphate metabolic process
GO:0009163,nucleoside biosynthetic process
GO:0009164,nucleoside catabolic process
GO:0009165,nucleotide biosynthetic process
GO:0009166,nucleotide catabolic process
GO:0009167,purine ribonucleoside monophosphate metabolic process
GO:0009168,purine ribonucleoside monophosphate biosynthetic process
GO:0009173,pyrimidine ribonucleoside monophosphate metabolic process
GO:0009174,pyrimidine ribonucleoside monophosphate biosynthetic process
GO:0009176,pyrimidine deoxyribonucleoside monophosphate metabolic process
GO:0009177,pyrimidine deoxyribonucleoside monophosphate biosynthetic process
GO:0009179,purine ribonucleoside diphosphate metabolic process
GO:0009185,ribonucleoside diphosphate metabolic process
GO:0009186,deoxyribonucleoside diphosphate metabolic process
GO:0009187,cyclic nucleotide metabolic process
GO:0009188,ribonucleoside diphosphate biosynthetic process
GO:0009189,deoxyribonucleoside diphosphate biosynthetic process
GO:0009193,pyrimidine ribonucleoside diphosphate metabolic process
GO:0009194,pyrimidine ribonucleoside diphosphate biosynthetic process
GO:0009196,pyrimidine deoxyribonucleoside diphosphate metabolic process
GO:0009197,pyrimidine deoxyribonucleoside diphosphate biosynthetic process
GO:0009199,ribonucleoside triphosphate metabolic process
GO:0009200,deoxyribonucleoside triphosphate metabolic process
GO:0009201,ribonucleoside triphosphate biosynthetic process
GO:0009204,deoxyribonucleoside triphosphate catabolic process
GO:0009205,purine ribonucleoside triphosphate metabolic process
GO:0009206,purine ribonucleoside triphosphate biosynthetic process
GO:0009208,pyrimidine ribonucleoside triphosphate metabolic process
GO:0009209,pyrimidine ribonucleoside triphosphate biosynthetic process
GO:0009211,pyrimidine deoxyribonucleoside triphosphate metabolic process
GO:0009212,pyrimidine deoxyribonucleoside triphosphate biosynthetic process
GO:0009213,pyrimidine deoxyribonucleoside triphosphate catabolic process
GO:0009215,purine deoxyribonucleoside triphosphate metabolic process
GO:0009217,purine deoxyribonucleoside triphosphate catabolic process
GO:0009218,pyrimidine ribonucleotide metabolic process
GO:0009219,pyrimidine deoxyribonucleotide metabolic process
GO:0009220,pyrimidine ribonucleotide biosynthetic process
GO:0009221,pyrimidine deoxyribonucleotide biosynthetic process
GO:0009223,pyrimidine deoxyribonucleotide catabolic process
GO:0009225,nucleotide-sugar metabolic process
GO:0009226,nucleotide-sugar biosynthetic process
GO:0009228,thiamine biosynthetic process
GO:0009229,thiamine diphosphate biosynthetic process
GO:0009231,riboflavin biosynthetic process
GO:0009233,menaquinone metabolic process
GO:0009234,menaquinone biosynthetic process
GO:0009235,cobalamin metabolic process
GO:0009236,cobalamin biosynthetic process
GO:0009237,siderophore metabolic process
GO:0009240,isopentenyl diphosphate biosynthetic process
