mf,name
GO:0102841,1-18:1-2-16:2-monogalactosyldiacylglycerol synthase activity
GO:0102844,1-18:2-2-16:1-monogalactosyldiacylglycerol desaturase activity (SN2-16:2 forming)
GO:0102850,1-18:1-2-16:0-phosphatidylglycerol omega-6 desaturase activity
GO:0102856,1-18:2-2-18:2-sn-glycerol-3-phosphocholine desaturase activity
GO:0102859,1-18:1-2-18:2-phosphatidylcholine desaturase activity (SN2-18:3 forming)
GO:0102862,1-18:2-2-18:2-sn-glycerol-3-phosphocholine desaturase activity (SN2-18:3 forming)
GO:0102867,molybdenum cofactor sulfurtransferase activity
GO:0102872,1-16:0-2-18:2-phosphatidylcholine desaturase activity
GO:0102873,1-18:1-2-16:0-digalactosyldiacylglycerol desaturase activity
GO:0102965,alcohol-forming fatty acyl-CoA reductase activity
GO:0103012,ferredoxin-thioredoxin reductase activity
GO:0103045,methione N-acyltransferase activity
GO:0103117,UDP-3-O-acyl-N-acetylglucosamine deacetylase activity
GO:0106018,"phosphatidylinositol-3,5-bisphosphate phosphatase activity"
GO:0106019,"phosphatidylinositol-4,5-bisphosphate phosphatase activity"
GO:0106029,tRNA pseudouridine synthase activity
GO:0106050,tRNA 2'-O-methyltransferase activity
GO:0106073,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity"
GO:0106130,purine phosphoribosyltransferase activity
GO:0106158,glycero-3-phosphocholine acyltransferase activity
GO:0106245,L-serine-phosphatidylethanolamine phosphatidyltransferase activity
GO:0106292,superoxide-generating NADPH oxidase activity
GO:0106310,protein serine kinase activity
GO:0106321,S-(hydroxymethyl)glutathione dehydrogenase NADP activity
GO:0106322,S-(hydroxymethyl)glutathione dehydrogenase NAD activity
GO:0106335,tRNA (carboxymethyluridine(34)-5-O)-methyltransferase activity
GO:0106345,glyoxylate reductase activity
GO:0106388,18S rRNA aminocarboxypropyltransferase activity
GO:0106411,XMP 5'-nucleosidase activity
GO:0106413,dihydrouridine synthase activity
GO:0120013,lipid transfer activity
GO:0120014,phospholipid transfer activity
GO:0120016,sphingolipid transfer activity
GO:0120017,ceramide transfer activity
GO:0120227,acyl-CoA binding
GO:0120230,recombinase activator activity
GO:0140030,modification-dependent protein binding
GO:0140033,acetylation-dependent protein binding
GO:0140034,methylation-dependent protein binding
GO:0140078,class I DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0140096,"catalytic activity, acting on a protein"
GO:0140097,"catalytic activity, acting on DNA"
GO:0140098,"catalytic activity, acting on RNA"
GO:0140101,"catalytic activity, acting on a tRNA"
GO:0140102,"catalytic activity, acting on a rRNA"
GO:0140103,"catalytic activity, acting on a glycoprotein"
GO:0140104,molecular carrier activity
GO:0140110,transcription regulator activity
GO:0140142,nucleocytoplasmic carrier activity
GO:0140223,general transcription initiation factor activity
GO:0140296,general transcription initiation factor binding
GO:0140299,small molecule sensor activity
GO:0140303,intramembrane lipid transporter activity
GO:0140312,cargo adaptor activity
GO:0140318,protein transporter activity
GO:0140323,solute:anion antiporter activity
GO:0140326,ATPase-coupled intramembrane lipid transporter activity
GO:0140358,P-type transmembrane transporter activity
GO:0140359,ABC-type transporter activity
GO:0140414,phosphopantetheine-dependent carrier activity
GO:0140457,protein demethylase activity
GO:0140492,metal-dependent deubiquitinase activity
GO:0140496,gamma-tubulin complex binding
GO:0140575,transmembrane monodehydroascorbate reductase activity
GO:0140597,protein carrier chaperone
GO:0140612,DNA damage sensor activity
GO:0140640,"catalytic activity, acting on a nucleic acid"
GO:0140657,ATP-dependent activity
GO:0140658,ATP-dependent chromatin remodeler activity
GO:0140662,ATP-dependent protein folding chaperone
GO:0140663,ATP-dependent FeS chaperone activity
GO:0140664,ATP-dependent DNA damage sensor activity
GO:0140666,annealing activity
GO:0140674,ATP-dependent histone chaperone activity
GO:0140677,molecular function activator activity
GO:0140678,molecular function inhibitor activity
GO:0140713,histone chaperone activity
GO:0140721,nuclease inhibitor activity
GO:0140776,protein-containing complex destabilizing activity
GO:0140818,mRNA 5'-phosphatase activity
GO:0140824,thioredoxin-dependent peroxiredoxin activity
GO:0140825,lactoperoxidase activity
GO:0140828,metal cation:monoatomic cation antiporter activity
GO:0140849,ATP-dependent H2AZ histone chaperone activity
GO:1900750,oligopeptide binding
GO:1901265,nucleoside phosphate binding
GO:1901363,heterocyclic compound binding
GO:1901474,azole transmembrane transporter activity
GO:1901505,carbohydrate derivative transmembrane transporter activity
GO:1901567,fatty acid derivative binding
GO:1901618,organic hydroxy compound transmembrane transporter activity
GO:1901681,sulfur compound binding
GO:1901682,sulfur compound transmembrane transporter activity
GO:1901981,phosphatidylinositol phosphate binding
GO:1902387,ceramide 1-phosphate binding
GO:1902388,ceramide 1-phosphate transfer activity
GO:1902936,phosphatidylinositol bisphosphate binding
GO:1903231,mRNA base-pairing post-transcriptional repressor activity
GO:1903425,fluoride transmembrane transporter activity
GO:1904047,S-adenosyl-L-methionine binding
GO:1904091,non-ribosomal peptide synthetase activity
GO:1904680,peptide transmembrane transporter activity
GO:1990050,phosphatidic acid transfer activity
GO:1990165,single-strand break-containing DNA binding
GO:1990247,N6-methyladenosine-containing RNA binding
GO:1990259,histone-glutamine methyltransferase activity
GO:1990269,RNA polymerase II C-terminal domain phosphoserine binding
GO:1990275,preribosome binding
GO:1990380,Lys48-specific deubiquitinase activity
GO:1990381,ubiquitin-specific protease binding
GO:1990404,NAD+-protein ADP-ribosyltransferase activity
GO:1990518,single-stranded 3'-5' DNA helicase activity
GO:1990538,xylan O-acetyltransferase activity
GO:1990610,acetolactate synthase regulator activity
GO:1990714,hydroxyproline O-galactosyltransferase activity
GO:1990757,ubiquitin ligase activator activity
GO:1990814,DNA/DNA annealing activity
GO:1990817,RNA adenylyltransferase activity
GO:1990825,sequence-specific mRNA binding
GO:1990837,sequence-specific double-stranded DNA binding
GO:1990838,"poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends"
GO:1990841,promoter-specific chromatin binding
GO:1990883,rRNA cytidine N-acetyltransferase activity
GO:2001070,starch binding
